date,farm_id,weight
2019-11-19,Farm 85,9693
2019-3-4,Farm 31,9695
2019-7-31,Farm 85,9695
2019-12-7,Farm 85,9695
2019-6-11,Farm 85,9696
2019-6-20,Farm 31,9697
2019-7-30,Farm 85,9697
2019-11-24,Farm 31,9697
2019-10-11,Farm 31,9698
2019-10-21,Farm 85,9699
2019-12-28,Farm 85,9699
2019-5-21,Farm 85,9700
2019-7-20,Farm 85,9700
2019-8-28,Farm 85,9700
2019-2-14,Farm 31,9701
2019-12-13,Farm 85,9701
2019-6-2,Farm 85,9702
2019-7-13,Farm 85,9702
2019-4-14,Farm 85,9703
2019-6-29,Farm 85,9703
2019-4-12,Farm 31,9704
2019-9-18,Farm 31,9705
2019-12-24,Farm 31,9705
2019-2-11,Farm 31,9706
2019-10-17,Farm 85,9706
2019-5-16,Farm 85,9709
2019-5-30,Farm 85,9709
2019-7-20,Farm 31,9709
2019-5-23,Farm 31,9711
2019-8-25,Farm 85,9711
2019-3-25,Farm 31,9714
2019-5-10,Farm 31,9714
2019-8-27,Farm 85,9714
2019-11-1,Farm 31,9714
2019-3-22,Farm 31,9715
2019-5-25,Farm 31,9715
2019-8-5,Farm 85,9715
2019-8-25,Farm 31,9715
2019-5-17,Farm 85,9716
2019-6-17,Farm 85,9716
2019-12-8,Farm 31,9716
2019-1-4,Farm 31,9716
2019-9-20,Farm 85,9717
2019-5-22,Farm 31,9719
2019-8-11,Farm 31,9719
2019-9-11,Farm 31,9719
2019-5-11,Farm 31,9720
2019-11-12,Farm 31,9720
2019-12-20,Farm 85,9720
2019-4-7,Farm 31,9721
2019-5-6,Farm 85,9721
2019-11-11,Farm 31,9721
2019-6-3,Farm 31,9722
2019-8-22,Farm 85,9722
2019-1-2,Farm 85,9722
2019-4-3,Farm 31,9723
2019-5-31,Farm 31,9723
2019-2-27,Farm 31,9724
2019-12-14,Farm 85,9724
2019-3-6,Farm 85,9725
2019-10-9,Farm 31,9727
2019-3-18,Farm 31,9728
2019-5-27,Farm 85,9728
2019-9-13,Farm 31,9728
2019-11-21,Farm 85,9729
2019-1-7,Farm 31,9729
2019-4-26,Farm 85,9730
2019-6-21,Farm 31,9730
2019-12-7,Farm 31,9730
2019-5-27,Farm 31,9731
2019-6-20,Farm 85,9731
2019-1-29,Farm 31,9731
2019-7-28,Farm 31,9732
2019-1-20,Farm 31,9732
2019-4-21,Farm 31,9733
2019-2-16,Farm 31,9735
2019-7-1,Farm 31,9735
2019-1-3,Farm 31,9736
2019-2-13,Farm 85,9738
2019-8-8,Farm 31,9739
2019-12-10,Farm 31,9739
2019-5-12,Farm 31,9741
2019-7-7,Farm 31,9741
2019-8-27,Farm 31,9741
2019-10-16,Farm 31,9741
2019-10-9,Farm 85,9742
2019-3-3,Farm 31,9743
2019-3-13,Farm 31,9744
2019-5-30,Farm 31,9744
2019-6-14,Farm 85,9744
2019-6-16,Farm 31,9744
2019-11-15,Farm 85,9744
2019-8-10,Farm 85,9745
2019-12-28,Farm 31,9745
2019-1-28,Farm 31,9745
2019-2-15,Farm 31,9746
2019-2-20,Farm 31,9746
2019-6-29,Farm 31,9746
2019-9-30,Farm 31,9746
2019-10-7,Farm 31,9746
2019-10-28,Farm 31,9747
2019-11-7,Farm 85,9747
2019-12-23,Farm 31,9747
2019-1-19,Farm 31,9747
2019-1-27,Farm 31,9747
2019-5-29,Farm 85,9748
2019-4-13,Farm 31,9749
2019-5-3,Farm 31,9749
2019-6-5,Farm 31,9749
2019-10-23,Farm 31,9749
2019-1-18,Farm 31,9749
2019-5-2,Farm 31,9750
2019-7-21,Farm 31,9750
2019-10-5,Farm 31,9750
2019-10-15,Farm 31,9750
2019-12-8,Farm 85,9751
2019-6-4,Farm 31,9752
2019-7-12,Farm 31,9752
2019-7-11,Farm 31,9753
2019-8-5,Farm 31,9753
2019-10-6,Farm 31,9753
2019-3-29,Farm 85,9754
2019-2-20,Farm 85,9755
2019-6-19,Farm 31,9757
2019-6-14,Farm 31,9758
2019-7-14,Farm 31,9758
2019-2-3,Farm 31,9759
2019-5-18,Farm 31,9759
2019-12-13,Farm 31,9759
2019-1-15,Farm 31,9759
2019-11-30,Farm 31,9760
2019-10-26,Farm 31,9761
2019-5-16,Farm 31,9762
2019-3-17,Farm 85,9763
2019-12-24,Farm 85,9763
2019-3-16,Farm 31,9764
2019-6-23,Farm 85,9764
2019-7-24,Farm 31,9764
2019-6-11,Farm 31,9766
2019-9-2,Farm 31,9766
2019-10-3,Farm 31,9766
2019-9-12,Farm 31,9768
2019-10-17,Farm 31,9768
2019-12-6,Farm 31,9769
2019-1-22,Farm 85,9769
2019-7-4,Farm 31,9770
2019-10-20,Farm 31,9771
2019-12-20,Farm 31,9772
2019-2-8,Farm 31,9773
2019-8-2,Farm 85,9774
2019-12-29,Farm 85,9774
2019-1-30,Farm 31,9774
2019-9-5,Farm 31,9775
2019-2-22,Farm 31,9776
2019-8-12,Farm 31,9776
2019-8-20,Farm 31,9777
2019-2-25,Farm 31,9778
2019-5-7,Farm 31,9778
2019-8-4,Farm 31,9778
2019-10-4,Farm 85,9780
2019-10-10,Farm 31,9780
2019-2-26,Farm 31,9781
2019-3-12,Farm 85,9781
2019-11-17,Farm 31,9781
2019-2-17,Farm 31,9782
2019-9-1,Farm 31,9782
2019-10-27,Farm 31,9782
2019-9-19,Farm 31,9784
2019-6-18,Farm 31,9785
2019-11-22,Farm 31,9785
2019-12-16,Farm 31,9785
2019-8-31,Farm 31,9786
2019-4-8,Farm 31,9787
2019-8-13,Farm 31,9787
2019-5-14,Farm 31,9788
2019-8-21,Farm 31,9788
2019-7-18,Farm 31,9789
2019-7-21,Farm 46,9789
2019-11-13,Farm 31,9789
2019-3-21,Farm 31,9790
2019-8-16,Farm 31,9790
2019-8-24,Farm 31,9790
2019-11-27,Farm 31,9790
2019-11-28,Farm 31,9791
2019-9-17,Farm 31,9792
2019-12-22,Farm 31,9792
2019-8-6,Farm 31,9793
2019-11-7,Farm 31,9793
2019-11-5,Farm 31,9794
2019-12-9,Farm 31,9794
2019-9-23,Farm 31,9795
2019-7-5,Farm 31,9796
2019-12-25,Farm 31,9796
2019-6-2,Farm 31,9797
2019-4-28,Farm 31,9798
2019-5-5,Farm 31,9798
2019-9-15,Farm 31,9798
2019-3-11,Farm 31,9799
2019-3-27,Farm 31,9799
2019-4-19,Farm 31,9799
2019-4-27,Farm 31,9799
2019-7-29,Farm 31,9799
2019-1-25,Farm 31,9801
2019-6-12,Farm 31,9802
2019-11-18,Farm 31,9803
2019-4-30,Farm 31,9804
2019-12-31,Farm 31,9804
2019-2-9,Farm 31,9805
2019-5-4,Farm 31,9805
2019-6-10,Farm 31,9805
2019-7-26,Farm 31,9805
2019-11-15,Farm 31,9805
2019-9-3,Farm 31,9807
2019-2-4,Farm 31,9808
2019-1-6,Farm 31,9809
2019-6-13,Farm 31,9810
2019-9-6,Farm 31,9810
2019-1-12,Farm 31,9810
2019-3-10,Farm 31,9811
2019-4-2,Farm 31,9811
2019-9-10,Farm 31,9811
2019-4-24,Farm 31,9812
2019-12-18,Farm 31,9812
2019-3-15,Farm 31,9813
2019-1-11,Farm 31,9813
2019-4-23,Farm 31,9814
2019-8-10,Farm 31,9814
2019-8-23,Farm 31,9814
2019-7-9,Farm 31,9815
2019-8-26,Farm 31,9815
2019-9-21,Farm 31,9815
2019-10-18,Farm 31,9815
2019-3-14,Farm 31,9816
2019-4-29,Farm 31,9816
2019-6-30,Farm 31,9818
2019-2-24,Farm 31,9819
2019-2-18,Farm 31,9820
2019-10-4,Farm 31,9820
2019-2-5,Farm 31,9821
2019-3-8,Farm 31,9821
2019-9-16,Farm 31,9821
2019-9-25,Farm 31,9821
2019-12-30,Farm 31,9821
2019-3-26,Farm 31,9822
2019-5-24,Farm 31,9822
2019-8-28,Farm 31,9822
2019-10-30,Farm 31,9822
2019-12-5,Farm 31,9822
2019-1-13,Farm 31,9822
2019-3-1,Farm 31,9823
2019-8-9,Farm 31,9824
2019-9-8,Farm 31,9824
2019-10-22,Farm 31,9824
2019-2-7,Farm 31,9828
2019-6-26,Farm 31,9828
2019-12-3,Farm 31,9830
2019-9-27,Farm 31,9831
2019-12-15,Farm 31,9832
2019-11-8,Farm 31,9833
2019-1-24,Farm 31,9833
2019-4-18,Farm 31,9834
2019-5-8,Farm 31,9834
2019-5-28,Farm 31,9834
2019-7-31,Farm 31,9834
2019-8-15,Farm 31,9834
2019-11-14,Farm 31,9834
2019-2-13,Farm 31,9835
2019-3-23,Farm 31,9835
2019-7-10,Farm 31,9837
2019-10-31,Farm 31,9837
2019-1-8,Farm 31,9838
2019-1-22,Farm 31,9839
2019-7-8,Farm 31,9841
2019-11-19,Farm 31,9842
2019-8-29,Farm 31,9844
2019-10-2,Farm 31,9844
2019-2-28,Farm 31,9846
2019-7-22,Farm 31,9846
2019-6-9,Farm 31,9847
2019-4-9,Farm 31,9848
2019-12-27,Farm 31,9848
2019-2-10,Farm 31,9849
2019-3-13,Farm 85,9849
2019-3-24,Farm 31,9849
2019-9-14,Farm 31,9850
2019-12-21,Farm 31,9851
2019-1-21,Farm 31,9851
2019-8-22,Farm 31,9852
2019-1-1,Farm 31,9852
2019-10-25,Farm 31,9853
2019-3-17,Farm 31,9854
2019-7-23,Farm 31,9855
2019-4-16,Farm 31,9856
2019-9-22,Farm 31,9856
2019-12-29,Farm 31,9856
2019-1-2,Farm 31,9857
2019-2-21,Farm 31,9858
2019-4-5,Farm 31,9858
2019-10-24,Farm 31,9858
2019-3-20,Farm 31,9859
2019-6-7,Farm 31,9859
2019-6-8,Farm 31,9861
2019-6-15,Farm 31,9861
2019-10-8,Farm 31,9861
2019-3-5,Farm 31,9862
2019-6-28,Farm 31,9862
2019-10-13,Farm 31,9862
2019-12-17,Farm 31,9862
2019-3-12,Farm 31,9863
2019-8-7,Farm 31,9863
2019-10-12,Farm 31,9863
2019-4-17,Farm 31,9864
2019-4-11,Farm 31,9865
2019-11-18,Farm 46,9865
2019-1-9,Farm 31,9865
2019-1-14,Farm 31,9866
2019-8-2,Farm 31,9867
2019-3-7,Farm 31,9868
2019-5-26,Farm 31,9868
2019-8-30,Farm 31,9869
2019-4-14,Farm 31,9870
2019-11-25,Farm 31,9870
2019-11-29,Farm 31,9871
2019-4-4,Farm 31,9872
2019-7-16,Farm 31,9873
2019-8-18,Farm 31,9873
2019-12-11,Farm 31,9874
2019-1-9,Farm 46,9874
2019-11-21,Farm 31,9875
2019-12-19,Farm 31,9875
2019-9-28,Farm 31,9876
2019-1-23,Farm 31,9878
2019-11-16,Farm 31,9879
2019-3-28,Farm 31,9880
2019-10-17,Farm 46,9880
2019-12-26,Farm 31,9882
2019-6-23,Farm 31,9883
2019-4-10,Farm 31,9884
2019-5-17,Farm 31,9885
2019-7-17,Farm 31,9886
2019-12-24,Farm 46,9886
2019-4-20,Farm 31,9887
2019-4-26,Farm 31,9887
2019-12-2,Farm 31,9887
2019-5-29,Farm 31,9889
2019-9-29,Farm 31,9889
2019-3-6,Farm 31,9890
2019-7-25,Farm 31,9891
2019-4-1,Farm 31,9892
2019-7-13,Farm 31,9893
2019-10-10,Farm 46,9895
2019-2-28,Farm 46,9896
2019-5-19,Farm 31,9897
2019-7-27,Farm 31,9897
2019-10-2,Farm 46,9897
2019-7-15,Farm 31,9898
2019-11-23,Farm 31,9899
2019-9-21,Farm 46,9900
2019-11-4,Farm 31,9900
2019-11-10,Farm 31,9901
2019-11-30,Farm 46,9901
2019-3-2,Farm 31,9903
2019-6-1,Farm 46,9903
2019-8-14,Farm 31,9903
2019-9-20,Farm 31,9903
2019-11-9,Farm 31,9903
2019-1-26,Farm 31,9904
2019-3-29,Farm 31,9905
2019-5-6,Farm 46,9907
2019-7-11,Farm 46,9908
2019-6-17,Farm 31,9909
2019-12-4,Farm 31,9910
2019-6-25,Farm 31,9911
2019-8-3,Farm 31,9911
2019-7-23,Farm 46,9915
2019-3-9,Farm 31,9916
2019-7-1,Farm 46,9921
2019-5-9,Farm 31,9922
2019-7-18,Farm 46,9923
2019-11-17,Farm 46,9923
2019-3-30,Farm 31,9924
2019-11-2,Farm 31,9924
2019-2-23,Farm 31,9925
2019-1-29,Farm 46,9926
2019-1-25,Farm 46,9927
2019-4-13,Farm 46,9928
2019-10-9,Farm 46,9929
2019-8-22,Farm 46,9931
2019-7-12,Farm 46,9932
2019-4-17,Farm 46,9934
2019-8-12,Farm 46,9936
2019-2-2,Farm 31,9939
2019-5-13,Farm 31,9939
2019-5-19,Farm 46,9939
2019-6-24,Farm 31,9939
2019-10-18,Farm 46,9944
2019-2-18,Farm 46,9947
2019-4-25,Farm 31,9947
2019-11-6,Farm 31,9947
2019-12-3,Farm 46,9947
2019-3-1,Farm 46,9948
2019-1-10,Farm 31,9949
2019-5-17,Farm 46,9950
2019-9-22,Farm 46,9951
2019-5-18,Farm 46,9952
2019-6-5,Farm 46,9952
2019-6-18,Farm 46,9952
2019-11-27,Farm 46,9953
2019-2-22,Farm 46,9956
2019-7-28,Farm 46,9959
2019-9-18,Farm 46,9960
2019-5-7,Farm 46,9961
2019-11-14,Farm 46,9961
2019-3-30,Farm 46,9962
2019-12-28,Farm 46,9963
2019-12-5,Farm 46,9964
2019-8-10,Farm 46,9965
2019-8-16,Farm 46,9966
2019-10-15,Farm 46,9966
2019-6-27,Farm 46,9967
2019-10-5,Farm 46,9967
2019-4-25,Farm 46,9972
2019-9-7,Farm 31,9972
2019-3-22,Farm 46,9973
2019-1-28,Farm 46,9973
2019-8-11,Farm 46,9974
2019-8-25,Farm 46,9974
2019-12-23,Farm 46,9974
2019-9-9,Farm 46,9975
2019-10-29,Farm 46,9975
2019-11-1,Farm 46,9975
2019-8-30,Farm 46,9976
2019-12-12,Farm 31,9976
2019-6-6,Farm 46,9978
2019-8-20,Farm 46,9978
2019-10-10,Farm 68,9978
2019-12-9,Farm 46,9978
2019-11-4,Farm 46,9979
2019-5-3,Farm 46,9980
2019-10-16,Farm 46,9980
2019-3-21,Farm 46,9981
2019-9-4,Farm 77,9983
2019-10-6,Farm 46,9983
2019-2-12,Farm 46,9984
2019-12-6,Farm 46,9986
2019-1-6,Farm 46,9986
2019-8-15,Farm 46,9987
2019-12-7,Farm 46,9987
2019-12-1,Farm 31,9988
2019-7-19,Farm 31,9989
2019-7-26,Farm 46,9989
2019-9-16,Farm 46,9989
2019-2-5,Farm 46,9990
2019-3-15,Farm 46,9992
2019-7-4,Farm 46,9992
2019-7-30,Farm 31,9992
2019-3-18,Farm 46,9993
2019-4-30,Farm 46,9993
2019-5-25,Farm 46,9993
2019-4-6,Farm 46,9994
2019-10-7,Farm 46,9994
2019-11-7,Farm 46,9994
2019-5-8,Farm 46,9995
2019-9-1,Farm 46,9995
2019-1-8,Farm 46,9995
2019-2-24,Farm 46,9996
2019-5-11,Farm 46,9996
2019-7-27,Farm 46,9996
2019-8-1,Farm 31,9996
2019-12-8,Farm 46,9996
2019-3-17,Farm 46,9997
2019-10-25,Farm 46,9998
2019-12-27,Farm 46,9998
2019-5-6,Farm 31,9999
2019-4-26,Farm 46,10000
2019-11-5,Farm 46,10000
2019-6-12,Farm 46,10001
2019-12-12,Farm 46,10001
2019-6-8,Farm 46,10003
2019-7-7,Farm 46,10003
2019-8-3,Farm 46,10003
2019-9-26,Farm 46,10003
2019-11-23,Farm 46,10003
2019-12-16,Farm 46,10003
2019-3-9,Farm 46,10004
2019-2-16,Farm 46,10005
2019-3-20,Farm 46,10005
2019-4-1,Farm 46,10005
2019-5-31,Farm 46,10005
2019-7-2,Farm 46,10005
2019-11-3,Farm 46,10005
2019-11-19,Farm 46,10006
2019-1-27,Farm 46,10006
2019-2-26,Farm 46,10007
2019-3-19,Farm 46,10007
2019-8-23,Farm 46,10008
2019-8-24,Farm 46,10008
2019-12-17,Farm 46,10009
2019-3-6,Farm 46,10010
2019-2-6,Farm 46,10011
2019-9-7,Farm 46,10011
2019-2-21,Farm 46,10012
2019-10-13,Farm 46,10012
2019-7-3,Farm 31,10014
2019-8-6,Farm 46,10014
2019-5-13,Farm 46,10015
2019-5-15,Farm 46,10015
2019-8-26,Farm 46,10015
2019-6-28,Farm 46,10016
2019-8-8,Farm 46,10017
2019-1-10,Farm 46,10017
2019-6-29,Farm 46,10018
2019-11-10,Farm 46,10018
2019-1-9,Farm 77,10018
2019-10-11,Farm 46,10019
2019-4-8,Farm 46,10020
2019-5-1,Farm 46,10020
2019-1-7,Farm 46,10021
2019-5-2,Farm 46,10022
2019-5-24,Farm 46,10022
2019-10-31,Farm 46,10023
2019-11-26,Farm 46,10023
2019-4-20,Farm 46,10024
2019-6-26,Farm 46,10024
2019-8-7,Farm 46,10024
2019-3-12,Farm 46,10025
2019-5-4,Farm 46,10025
2019-2-9,Farm 68,10026
2019-3-26,Farm 46,10026
2019-12-21,Farm 46,10026
2019-6-16,Farm 46,10027
2019-7-17,Farm 46,10027
2019-9-20,Farm 46,10027
2019-2-20,Farm 46,10028
2019-4-24,Farm 46,10028
2019-10-26,Farm 46,10029
2019-11-24,Farm 46,10029
2019-2-11,Farm 46,10030
2019-2-14,Farm 46,10031
2019-3-13,Farm 46,10031
2019-5-16,Farm 46,10031
2019-6-25,Farm 46,10031
2019-9-25,Farm 46,10031
2019-9-30,Farm 46,10031
2019-10-14,Farm 46,10031
2019-10-30,Farm 46,10031
2019-5-20,Farm 46,10032
2019-1-26,Farm 46,10032
2019-6-10,Farm 46,10033
2019-12-10,Farm 46,10033
2019-6-7,Farm 46,10034
2019-11-16,Farm 46,10034
2019-1-6,Farm 68,10034
2019-11-12,Farm 46,10035
2019-2-9,Farm 46,10036
2019-5-27,Farm 46,10036
2019-8-17,Farm 68,10036
2019-12-2,Farm 46,10036
2019-3-14,Farm 46,10037
2019-2-17,Farm 46,10038
2019-4-19,Farm 46,10038
2019-6-22,Farm 46,10038
2019-6-9,Farm 46,10039
2019-12-18,Farm 46,10039
2019-4-16,Farm 46,10042
2019-6-2,Farm 77,10042
2019-7-13,Farm 46,10042
2019-9-27,Farm 46,10042
2019-3-8,Farm 46,10043
2019-7-24,Farm 46,10043
2019-11-3,Farm 31,10043
2019-1-3,Farm 46,10043
2019-1-30,Farm 46,10043
2019-3-31,Farm 46,10045
2019-8-1,Farm 46,10045
2019-8-21,Farm 46,10045
2019-10-24,Farm 46,10046
2019-1-4,Farm 46,10047
2019-4-14,Farm 46,10048
2019-7-30,Farm 46,10048
2019-12-29,Farm 46,10049
2019-12-30,Farm 77,10049
2019-1-1,Farm 46,10049
2019-1-23,Farm 46,10049
2019-4-18,Farm 46,10050
2019-6-24,Farm 46,10050
2019-11-8,Farm 46,10050
2019-11-29,Farm 46,10050
2019-12-30,Farm 46,10050
2019-2-6,Farm 77,10051
2019-7-3,Farm 46,10052
2019-10-19,Farm 46,10052
2019-1-14,Farm 46,10052
2019-6-23,Farm 46,10055
2019-5-28,Farm 46,10056
2019-9-10,Farm 46,10056
2019-10-23,Farm 46,10056
2019-5-13,Farm 77,10057
2019-6-2,Farm 46,10057
2019-7-9,Farm 46,10058
2019-8-29,Farm 46,10059
2019-10-22,Farm 46,10059
2019-1-31,Farm 68,10059
2019-10-3,Farm 46,10060
2019-6-21,Farm 46,10062
2019-7-15,Farm 77,10062
2019-1-24,Farm 46,10062
2019-4-4,Farm 46,10063
2019-4-11,Farm 46,10063
2019-7-10,Farm 46,10063
2019-11-20,Farm 46,10063
2019-5-23,Farm 46,10064
2019-11-21,Farm 46,10064
2019-4-12,Farm 46,10065
2019-7-2,Farm 77,10065
2019-1-19,Farm 46,10065
2019-2-3,Farm 77,10067
2019-7-5,Farm 46,10067
2019-5-29,Farm 46,10068
2019-9-4,Farm 46,10068
2019-5-30,Farm 46,10069
2019-8-9,Farm 46,10069
2019-2-22,Farm 77,10070
2019-3-10,Farm 46,10070
2019-4-29,Farm 46,10070
2019-5-22,Farm 77,10070
2019-10-8,Farm 46,10070
2019-11-13,Farm 46,10071
2019-1-11,Farm 46,10071
2019-3-16,Farm 46,10072
2019-4-3,Farm 46,10072
2019-4-21,Farm 46,10073
2019-4-28,Farm 46,10073
2019-9-19,Farm 46,10073
2019-1-10,Farm 68,10073
2019-8-4,Farm 46,10074
2019-12-4,Farm 46,10074
2019-5-5,Farm 46,10075
2019-8-5,Farm 46,10075
2019-9-12,Farm 46,10075
2019-8-27,Farm 46,10076
2019-1-6,Farm 77,10076
2019-2-3,Farm 46,10077
2019-10-3,Farm 68,10077
2019-10-12,Farm 46,10077
2019-3-5,Farm 46,10078
2019-6-11,Farm 46,10078
2019-8-19,Farm 46,10078
2019-9-8,Farm 46,10079
2019-10-20,Farm 46,10079
2019-3-24,Farm 46,10081
2019-7-8,Farm 46,10081
2019-7-31,Farm 46,10081
2019-11-9,Farm 46,10081
2019-12-20,Farm 46,10081
2019-3-4,Farm 46,10082
2019-4-23,Farm 46,10082
2019-2-1,Farm 46,10084
2019-5-26,Farm 68,10084
2019-8-11,Farm 77,10084
2019-10-25,Farm 77,10084
2019-12-11,Farm 46,10084
2019-4-10,Farm 46,10085
2019-4-24,Farm 68,10086
2019-11-26,Farm 77,10086
2019-1-15,Farm 68,10086
2019-2-10,Farm 68,10088
2019-4-5,Farm 46,10088
2019-4-9,Farm 46,10088
2019-8-31,Farm 46,10089
2019-9-24,Farm 46,10089
2019-6-30,Farm 46,10092
2019-3-25,Farm 46,10093
2019-6-18,Farm 77,10093
2019-10-1,Farm 46,10093
2019-10-7,Farm 77,10093
2019-10-27,Farm 46,10093
2019-11-7,Farm 68,10093
2019-12-14,Farm 68,10093
2019-7-22,Farm 68,10094
2019-8-14,Farm 46,10094
2019-11-14,Farm 68,10094
2019-9-28,Farm 46,10095
2019-2-27,Farm 46,10096
2019-3-23,Farm 68,10096
2019-1-17,Farm 46,10096
2019-11-2,Farm 46,10097
2019-3-28,Farm 46,10098
2019-6-3,Farm 46,10098
2019-8-13,Farm 46,10098
2019-8-17,Farm 46,10098
2019-9-3,Farm 46,10098
2019-9-5,Farm 46,10098
2019-9-13,Farm 46,10098
2019-1-25,Farm 68,10098
2019-2-12,Farm 68,10099
2019-5-14,Farm 46,10099
2019-12-21,Farm 77,10099
2019-6-14,Farm 46,10100
2019-7-5,Farm 68,10101
2019-12-31,Farm 77,10101
2019-3-18,Farm 68,10102
2019-4-18,Farm 68,10102
2019-12-25,Farm 46,10102
2019-7-19,Farm 46,10103
2019-11-25,Farm 46,10103
2019-9-2,Farm 46,10104
2019-3-11,Farm 46,10105
2019-7-28,Farm 68,10105
2019-1-18,Farm 46,10105
2019-5-15,Farm 68,10106
2019-11-28,Farm 46,10106
2019-1-26,Farm 68,10106
2019-4-27,Farm 46,10107
2019-11-27,Farm 77,10107
2019-2-13,Farm 46,10108
2019-6-17,Farm 68,10108
2019-9-14,Farm 46,10108
2019-9-15,Farm 46,10108
2019-3-2,Farm 46,10109
2019-5-22,Farm 68,10109
2019-6-20,Farm 46,10109
2019-9-23,Farm 46,10109
2019-3-29,Farm 46,10110
2019-4-22,Farm 46,10110
2019-11-16,Farm 68,10110
2019-3-15,Farm 68,10111
2019-12-14,Farm 46,10111
2019-6-1,Farm 77,10113
2019-6-14,Farm 77,10113
2019-7-12,Farm 68,10113
2019-10-31,Farm 68,10113
2019-8-13,Farm 77,10114
2019-11-4,Farm 77,10114
2019-6-13,Farm 46,10115
2019-11-14,Farm 77,10115
2019-4-7,Farm 46,10116
2019-5-27,Farm 77,10116
2019-5-7,Farm 77,10117
2019-1-5,Farm 46,10117
2019-2-2,Farm 77,10118
2019-3-7,Farm 46,10118
2019-6-16,Farm 68,10118
2019-7-6,Farm 77,10118
2019-10-28,Farm 46,10119
2019-12-31,Farm 46,10119
2019-3-30,Farm 68,10120
2019-10-20,Farm 68,10120
2019-6-17,Farm 46,10121
2019-8-4,Farm 77,10121
2019-9-11,Farm 46,10121
2019-11-5,Farm 68,10121
2019-11-19,Farm 68,10121
2019-2-25,Farm 46,10122
2019-4-15,Farm 46,10122
2019-5-5,Farm 68,10122
2019-12-13,Farm 77,10122
2019-1-9,Farm 68,10122
2019-5-18,Farm 68,10123
2019-7-27,Farm 68,10123
2019-11-5,Farm 77,10123
2019-12-22,Farm 46,10123
2019-1-21,Farm 46,10123
2019-2-20,Farm 77,10124
2019-4-10,Farm 77,10124
2019-5-3,Farm 77,10124
2019-5-24,Farm 77,10124
2019-2-10,Farm 23,10125
2019-4-2,Farm 68,10125
2019-9-22,Farm 68,10125
2019-12-25,Farm 68,10125
2019-12-29,Farm 77,10125
2019-5-18,Farm 77,10126
2019-12-26,Farm 46,10126
2019-8-28,Farm 46,10127
2019-4-29,Farm 68,10128
2019-5-31,Farm 68,10128
2019-8-27,Farm 68,10128
2019-2-23,Farm 46,10129
2019-6-15,Farm 46,10129
2019-7-14,Farm 46,10129
2019-12-5,Farm 77,10129
2019-10-23,Farm 77,10130
2019-7-22,Farm 46,10131
2019-4-2,Farm 46,10132
2019-7-19,Farm 77,10132
2019-11-1,Farm 68,10132
2019-11-23,Farm 77,10132
2019-11-2,Farm 77,10133
2019-11-22,Farm 46,10133
2019-1-20,Farm 46,10134
2019-2-15,Farm 46,10135
2019-7-19,Farm 68,10135
2019-8-3,Farm 68,10135
2019-10-17,Farm 77,10135
2019-11-11,Farm 46,10135
2019-4-4,Farm 77,10136
2019-2-1,Farm 77,10136
2019-2-26,Farm 68,10136
2019-7-15,Farm 46,10136
2019-8-21,Farm 77,10136
2019-9-13,Farm 77,10136
2019-9-30,Farm 68,10136
2019-10-29,Farm 77,10136
2019-11-3,Farm 77,10136
2019-4-1,Farm 68,10137
2019-5-30,Farm 77,10137
2019-6-4,Farm 46,10137
2019-8-30,Farm 68,10137
2019-9-29,Farm 46,10137
2019-4-15,Farm 68,10138
2019-1-31,Farm 46,10138
2019-5-10,Farm 77,10139
2019-5-10,Farm 46,10140
2019-2-8,Farm 68,10141
2019-6-19,Farm 46,10141
2019-3-27,Farm 46,10142
2019-3-31,Farm 77,10142
2019-10-24,Farm 68,10142
2019-2-19,Farm 46,10143
2019-8-3,Farm 77,10143
2019-8-10,Farm 77,10143
2019-9-25,Farm 77,10143
2019-12-8,Farm 68,10143
2019-2-10,Farm 46,10144
2019-9-26,Farm 68,10144
2019-12-1,Farm 46,10144
2019-2-4,Farm 68,10145
2019-2-12,Farm 77,10145
2019-2-25,Farm 77,10145
2019-5-9,Farm 46,10145
2019-4-19,Farm 68,10146
2019-5-20,Farm 77,10146
2019-5-22,Farm 46,10146
2019-6-27,Farm 77,10146
2019-7-27,Farm 77,10146
2019-12-20,Farm 68,10146
2019-1-15,Farm 46,10146
2019-2-7,Farm 77,10147
2019-3-14,Farm 68,10147
2019-7-16,Farm 46,10148
2019-10-10,Farm 77,10148
2019-10-16,Farm 77,10148
2019-12-23,Farm 68,10148
2019-5-12,Farm 46,10150
2019-8-15,Farm 68,10150
2019-12-19,Farm 46,10151
2019-7-26,Farm 68,10152
2019-8-20,Farm 68,10152
2019-9-28,Farm 68,10152
2019-4-6,Farm 68,10153
2019-5-26,Farm 77,10153
2019-7-16,Farm 77,10153
2019-1-1,Farm 77,10153
2019-1-28,Farm 77,10153
2019-2-3,Farm 68,10154
2019-3-4,Farm 68,10154
2019-3-22,Farm 68,10154
2019-7-23,Farm 68,10155
2019-10-25,Farm 68,10155
2019-1-17,Farm 23,10155
2019-8-4,Farm 68,10156
2019-1-12,Farm 46,10156
2019-2-14,Farm 23,10157
2019-3-3,Farm 46,10157
2019-1-16,Farm 46,10157
2019-9-11,Farm 77,10158
2019-5-2,Farm 77,10159
2019-7-25,Farm 46,10159
2019-9-6,Farm 46,10159
2019-11-11,Farm 68,10159
2019-1-2,Farm 77,10159
2019-3-26,Farm 77,10160
2019-5-26,Farm 46,10160
